id,image_name,score,gt_qa_id,gt_answer,m_qa_id,m_answer
1,"WBS0038X=WBS0038X=1=en, ja=High",0.16487455197132617,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",5,"""No wheels are visible on the car in the image."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.10280944625407167,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",1,"""A car is depicted in the image."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.08324285197249366,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",2,"""A mobile phone is emitting wireless signals."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.15081504299833143,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",3,"""The car appears to be receiving signals from the mobile phone, indicating a wireless connection or communication."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.13754480286738352,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",4,"""The arrows on the car are pointing forward and backward."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.12,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",5,"""No wheels are visible on the car in the image."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.13285714285714284,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",1,"""A car is depicted in the image."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.11272321428571427,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",2,"""A mobile phone is emitting wireless signals."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.20067031521785247,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",3,"""The car appears to be receiving signals from the mobile phone, indicating a wireless connection or communication."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.13144876325088337,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",4,"""The arrows on the car are pointing forward and backward."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.13144876325088337,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",5,"""No wheels are visible on the car in the image."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.06252100840336135,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",1,"""A car is depicted in the image."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.05304621848739496,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",2,"""A mobile phone is emitting wireless signals."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.09636148800065195,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",3,"""The car appears to be receiving signals from the mobile phone, indicating a wireless connection or communication."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.08896843645484952,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",4,"""The arrows on the car are pointing forward and backward."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.08019930380178827,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",5,"""No wheels are visible on the car in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.10879984662576686,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",1,"""Yes, there is a car in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.08737477231329688,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",2,"""There are two people visible in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.0984788165779659,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",3,"""The people are standing in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.11893087928390034,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",4,"""Yes, there are trees in the background of the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.08719609179731878,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",5,"""Yes, the image shows wavy lines indicating movement."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.22207754629629628,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",1,"""Yes, there is a car in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.16524869109947646,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",2,"""There are two people visible in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.23473684210526316,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",3,"""The people are standing in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.2197880870561283,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",4,"""Yes, there are trees in the background of the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.22207754629629628,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",5,"""Yes, the image shows wavy lines indicating movement."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.13317510548523206,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",1,"""Yes, there is a car in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.133739406779661,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",2,"""There are two people visible in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.15829787234042553,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",3,"""The people are standing in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.15564853556485356,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",4,"""Yes, there are trees in the background of the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.13317510548523206,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",5,"""Yes, the image shows wavy lines indicating movement."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.14212962962962963,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",1,"""Yes, there is a car in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.10556020066889632,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",2,"""There are two people visible in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.12483221476510067,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",3,"""The people are standing in the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.14118837380426785,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",4,"""Yes, there are trees in the background of the image."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.1486666666666667,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",5,"""Yes, the image shows wavy lines indicating movement."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.12297226582940868,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",1,"""The arrow points to the car's defrosting vents."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.107402742793171,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",2,"""Yes, there appears to be a vent or a series of vents beneath the windscreen."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.09514066496163681,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",3,"""The vents are likely for defrosting or demisting the windscreen."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.10822053017484488,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",4,"""The illustration does not explicitly show if the vents are open or closed."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.13503331218274112,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",5,"""No, the car's steering mechanism is not shown in this image."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.13211896328779446,2,"""The charging status indicator light is located on the dashboard of your vehicle. It's positioned so that it is clearly visible from both inside and outside the vehicle to easily check the charging status.""",1,"""The arrow points to the car's defrosting vents."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.11524024024024025,2,"""The charging status indicator light is located on the dashboard of your vehicle. It's positioned so that it is clearly visible from both inside and outside the vehicle to easily check the charging status.""",2,"""Yes, there appears to be a vent or a series of vents beneath the windscreen."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.10219780219780217,2,"""The charging status indicator light is located on the dashboard of your vehicle. It's positioned so that it is clearly visible from both inside and outside the vehicle to easily check the charging status.""",3,"""The vents are likely for defrosting or demisting the windscreen."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.10136239782016347,2,"""The charging status indicator light is located on the dashboard of your vehicle. It's positioned so that it is clearly visible from both inside and outside the vehicle to easily check the charging status.""",4,"""The illustration does not explicitly show if the vents are open or closed."""
3,"WBS0022X=WBS0022X=1=en, ja=High",0.11618225855283076,2,"""The charging status indicator light is located on the dashboard of your vehicle. It's positioned so that it is clearly visible from both inside and outside the vehicle to easily check the charging status.""",5,"""No, the car's steering mechanism is not shown in this image."""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.0351288056206089,1,"""To adjust your seat position, pull up the adjusting lever marked with a ""1"" in the diagram referenced as WBS0038X=WBS0038X=1=en, ja=High Then, slide the seat to your desired position and release the lever to lock the seat in place.""",1,"""Car seats"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.023474178403755867,1,"""To adjust your seat position, pull up the adjusting lever marked with a ""1"" in the diagram referenced as WBS0038X=WBS0038X=1=en, ja=High Then, slide the seat to your desired position and release the lever to lock the seat in place.""",2,"""Two"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.023419203747072598,1,"""To adjust your seat position, pull up the adjusting lever marked with a ""1"" in the diagram referenced as WBS0038X=WBS0038X=1=en, ja=High Then, slide the seat to your desired position and release the lever to lock the seat in place.""",3,"""Counterclockwise rotation"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.03496503496503496,1,"""To adjust your seat position, pull up the adjusting lever marked with a ""1"" in the diagram referenced as WBS0038X=WBS0038X=1=en, ja=High Then, slide the seat to your desired position and release the lever to lock the seat in place.""",4,"""Tilting the seatback forward"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.10949585313577485,1,"""To adjust your seat position, pull up the adjusting lever marked with a ""1"" in the diagram referenced as WBS0038X=WBS0038X=1=en, ja=High Then, slide the seat to your desired position and release the lever to lock the seat in place.""",5,"""Yes, there is a number 2 on the right car seat."""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.03239740820734341,2,"""Yes, you can recline your front seat for added comfort. Lift the adjusting lever indicated by a ""2"" in image WBB0014X=WBB0014X=1=en, ja=High, tilt the seatback to your desired angle, and then release the lever to secure it in the new position.""",1,"""Car seats"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.05531505531505531,2,"""Yes, you can recline your front seat for added comfort. Lift the adjusting lever indicated by a ""2"" in image WBB0014X=WBB0014X=1=en, ja=High, tilt the seatback to your desired angle, and then release the lever to secure it in the new position.""",2,"""Two"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.02159827213822894,2,"""Yes, you can recline your front seat for added comfort. Lift the adjusting lever indicated by a ""2"" in image WBB0014X=WBB0014X=1=en, ja=High, tilt the seatback to your desired angle, and then release the lever to secure it in the new position.""",3,"""Counterclockwise rotation"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.053763440860215055,2,"""Yes, you can recline your front seat for added comfort. Lift the adjusting lever indicated by a ""2"" in image WBB0014X=WBB0014X=1=en, ja=High, tilt the seatback to your desired angle, and then release the lever to secure it in the new position.""",4,"""Tilting the seatback forward"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.12319633276032713,2,"""Yes, you can recline your front seat for added comfort. Lift the adjusting lever indicated by a ""2"" in image WBB0014X=WBB0014X=1=en, ja=High, tilt the seatback to your desired angle, and then release the lever to secure it in the new position.""",5,"""Yes, there is a number 2 on the right car seat."""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.03177966101694915,3,"""After sliding or tilting the seat to your preferred position, make sure to release the adjusting lever you initially pulled up. This lever is shown in image WBS0038X=WBS0038X=1=en, ja=High If the seat does not lock, try adjusting it slightly to align the locking mechanism properly.""",1,"""Car seats"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.021231422505307858,3,"""After sliding or tilting the seat to your preferred position, make sure to release the adjusting lever you initially pulled up. This lever is shown in image WBS0038X=WBS0038X=1=en, ja=High If the seat does not lock, try adjusting it slightly to align the locking mechanism properly.""",2,"""Two"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.021186440677966104,3,"""After sliding or tilting the seat to your preferred position, make sure to release the adjusting lever you initially pulled up. This lever is shown in image WBS0038X=WBS0038X=1=en, ja=High If the seat does not lock, try adjusting it slightly to align the locking mechanism properly.""",3,"""Counterclockwise rotation"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.042194092827004225,3,"""After sliding or tilting the seat to your preferred position, make sure to release the adjusting lever you initially pulled up. This lever is shown in image WBS0038X=WBS0038X=1=en, ja=High If the seat does not lock, try adjusting it slightly to align the locking mechanism properly.""",4,"""Tilting the seatback forward"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.09929437613554738,3,"""After sliding or tilting the seat to your preferred position, make sure to release the adjusting lever you initially pulled up. This lever is shown in image WBS0038X=WBS0038X=1=en, ja=High If the seat does not lock, try adjusting it slightly to align the locking mechanism properly.""",5,"""Yes, there is a number 2 on the right car seat."""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.033039647577092504,4,"""For safety reasons, it is recommended to adjust your seat only when the vehicle is parked. If you must adjust it while the vehicle is in motion, ensure it is done quickly and carefully, referring to the adjustment levers shown in WBS0038X=WBS0038X=1=en, ja=High""",1,"""Car seats"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.022075055187637967,4,"""For safety reasons, it is recommended to adjust your seat only when the vehicle is parked. If you must adjust it while the vehicle is in motion, ensure it is done quickly and carefully, referring to the adjustment levers shown in WBS0038X=WBS0038X=1=en, ja=High""",2,"""Two"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.022026431718061675,4,"""For safety reasons, it is recommended to adjust your seat only when the vehicle is parked. If you must adjust it while the vehicle is in motion, ensure it is done quickly and carefully, referring to the adjustment levers shown in WBS0038X=WBS0038X=1=en, ja=High""",3,"""Counterclockwise rotation"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.03289473684210526,4,"""For safety reasons, it is recommended to adjust your seat only when the vehicle is parked. If you must adjust it while the vehicle is in motion, ensure it is done quickly and carefully, referring to the adjustment levers shown in WBS0038X=WBS0038X=1=en, ja=High""",4,"""Tilting the seatback forward"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.07526881720430108,4,"""For safety reasons, it is recommended to adjust your seat only when the vehicle is parked. If you must adjust it while the vehicle is in motion, ensure it is done quickly and carefully, referring to the adjustment levers shown in WBS0038X=WBS0038X=1=en, ja=High""",5,"""Yes, there is a number 2 on the right car seat."""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.041580041580041575,5,"""A properly adjusted car seat will allow you to reach all controls comfortably and see the road clearly. Your knees should have ample room, and you should be able to press the pedals without stretching. Refer to WBB0014X=WBB0014X=1=en, ja=High for the controls that adjust the seat.""",1,"""Car seats"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.020833333333333332,5,"""A properly adjusted car seat will allow you to reach all controls comfortably and see the road clearly. Your knees should have ample room, and you should be able to press the pedals without stretching. Refer to WBB0014X=WBB0014X=1=en, ja=High for the controls that adjust the seat.""",2,"""Two"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.020790020790020788,5,"""A properly adjusted car seat will allow you to reach all controls comfortably and see the road clearly. Your knees should have ample room, and you should be able to press the pedals without stretching. Refer to WBB0014X=WBB0014X=1=en, ja=High for the controls that adjust the seat.""",3,"""Counterclockwise rotation"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.031055900621118012,5,"""A properly adjusted car seat will allow you to reach all controls comfortably and see the road clearly. Your knees should have ample room, and you should be able to press the pedals without stretching. Refer to WBB0014X=WBB0014X=1=en, ja=High for the controls that adjust the seat.""",4,"""Tilting the seatback forward"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.13989260262972997,5,"""A properly adjusted car seat will allow you to reach all controls comfortably and see the road clearly. Your knees should have ample room, and you should be able to press the pedals without stretching. Refer to WBB0014X=WBB0014X=1=en, ja=High for the controls that adjust the seat.""",5,"""Yes, there is a number 2 on the right car seat."""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.02238805970149254,6,"""If your seat won't adjust, check that nothing is obstructing the seat tracks. Refer to image WBB0014X=WBB0014X=1=en, ja=High and ensure you are using the correct lever, labeled ""1"" for this adjustment. If the lever is raised and there are no obstructions, but the seat still won't move, there may be an issue with the seat mechanism that requires professional attention.""",1,"""Car seats"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.014947683109118088,6,"""If your seat won't adjust, check that nothing is obstructing the seat tracks. Refer to image WBB0014X=WBB0014X=1=en, ja=High and ensure you are using the correct lever, labeled ""1"" for this adjustment. If the lever is raised and there are no obstructions, but the seat still won't move, there may be an issue with the seat mechanism that requires professional attention.""",2,"""Two"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.01492537313432836,6,"""If your seat won't adjust, check that nothing is obstructing the seat tracks. Refer to image WBB0014X=WBB0014X=1=en, ja=High and ensure you are using the correct lever, labeled ""1"" for this adjustment. If the lever is raised and there are no obstructions, but the seat still won't move, there may be an issue with the seat mechanism that requires professional attention.""",3,"""Counterclockwise rotation"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.022321428571428572,6,"""If your seat won't adjust, check that nothing is obstructing the seat tracks. Refer to image WBB0014X=WBB0014X=1=en, ja=High and ensure you are using the correct lever, labeled ""1"" for this adjustment. If the lever is raised and there are no obstructions, but the seat still won't move, there may be an issue with the seat mechanism that requires professional attention.""",4,"""Tilting the seatback forward"""
4,"WBB0014X=WBB0014X=1=en, ja=High",0.10106778339769039,6,"""If your seat won't adjust, check that nothing is obstructing the seat tracks. Refer to image WBB0014X=WBB0014X=1=en, ja=High and ensure you are using the correct lever, labeled ""1"" for this adjustment. If the lever is raised and there are no obstructions, but the seat still won't move, there may be an issue with the seat mechanism that requires professional attention.""",5,"""Yes, there is a number 2 on the right car seat."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.08219401041666667,1,"""To adjust the seat height, locate the adjusting lever as shown in image WBB0015X=WBB0015X=1=en, ja=High. You can pull up or push down this lever to raise or lower the seat until you reach the desired height.""",1,"""A car seat."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.0817681347150259,1,"""To adjust the seat height, locate the adjusting lever as shown in image WBB0015X=WBB0015X=1=en, ja=High. You can pull up or push down this lever to raise or lower the seat until you reach the desired height.""",2,"""It moves upwards and backwards."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.06620610247553253,1,"""To adjust the seat height, locate the adjusting lever as shown in image WBB0015X=WBB0015X=1=en, ja=High. You can pull up or push down this lever to raise or lower the seat until you reach the desired height.""",3,"""It is black and white."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.08155684754521964,1,"""To adjust the seat height, locate the adjusting lever as shown in image WBB0015X=WBB0015X=1=en, ja=High. You can pull up or push down this lever to raise or lower the seat until you reach the desired height.""",4,"""It depicts a manual adjustment mechanism."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.06620610247553253,1,"""To adjust the seat height, locate the adjusting lever as shown in image WBB0015X=WBB0015X=1=en, ja=High. You can pull up or push down this lever to raise or lower the seat until you reach the desired height.""",5,"""It is an instructional diagram."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.0862363387978142,2,"""If the power seat stops moving, it may be due to the overload protection circuit. As per the operating tips in image WBB0015X=WBB0015X=1=en, ja=High, wait 30 seconds before trying to reactivate the switch.""",1,"""A car seat."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.10108695652173914,2,"""If the power seat stops moving, it may be due to the overload protection circuit. As per the operating tips in image WBB0015X=WBB0015X=1=en, ja=High, wait 30 seconds before trying to reactivate the switch.""",2,"""It moves upwards and backwards."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.10108695652173914,2,"""If the power seat stops moving, it may be due to the overload protection circuit. As per the operating tips in image WBB0015X=WBB0015X=1=en, ja=High, wait 30 seconds before trying to reactivate the switch.""",3,"""It is black and white."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.08553523035230352,2,"""If the power seat stops moving, it may be due to the overload protection circuit. As per the operating tips in image WBB0015X=WBB0015X=1=en, ja=High, wait 30 seconds before trying to reactivate the switch.""",4,"""It depicts a manual adjustment mechanism."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.10108695652173914,2,"""If the power seat stops moving, it may be due to the overload protection circuit. As per the operating tips in image WBB0015X=WBB0015X=1=en, ja=High, wait 30 seconds before trying to reactivate the switch.""",5,"""It is an instructional diagram."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.0905109489051095,3,"""Yes, there is a risk. As recommended in the operating tips of image WBB0015X=WBB0015X=1=en, ja=High, to avoid discharging the battery, do not operate the power seats for an extended period when the vehicle's system is running.""",1,"""A car seat."""
5,"WBB0015X=WBB0015X=1=en, ja=High",0.07642251815980629,3,"""Yes, there is a risk. As recommended in the operating tips of image WBB0015X=WBB0015X=1=en, ja=High, to avoid discharging the battery, do not operate the power seats for an extended period when the vehicle's system is running.""",2,"""It moves upwards and backwards."""
